Pixels, Value
0, 0
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 0
0.6, 0.283964673409095
0.7, 0.283964673409095
0.8, 0.283964673409095
0.9, 0.283964673409095
1, 0.283964673409095
1.1, 0.283964673409095
1.2, 0.283964673409095
1.3, 0.283964673409095
1.4, 0.283964673409095
1.5, 0.283964673409095
1.6, 0.480100760679979
1.7, 0.480100760679979
1.8, 0.480100760679979
1.9, 0.480100760679979
2, 0.480100760679979
2.1, 0.480100760679979
2.2, 0.480100760679979
2.3, 0.480100760679979
2.4, 0.480100760679979
2.5, 0.480100760679979
2.6, 0.141621792426476
2.7, 0.141621792426476
2.8, 0.141621792426476
2.9, 0.141621792426476
3, 0.141621792426476
3.1, 0.141621792426476
3.2, 0.141621792426476
3.3, 0.141621792426476
3.4, 0.141621792426476
3.5, 0.141621792426476
3.6, 0.0369197340745192
3.7, 0.0369197340745192
3.8, 0.0369197340745192
3.9, 0.0369197340745192
4, 0.0369197340745192
4.1, 0.0369197340745192
4.2, 0.0369197340745192
4.3, 0.0369197340745192
4.4, 0.0369197340745192
4.5, 0.0369197340745192
4.6, 0.0510530697749211
4.7, 0.0510530697749211
4.8, 0.0510530697749211
4.9, 0.0510530697749211
5, 0.0510530697749211
5.1, 0.0510530697749211
5.2, 0.0510530697749211
5.3, 0.0510530697749211
5.4, 0.0510530697749211
5.5, 0.0510530697749211
5.6, 0
5.7, 0
5.8, 0
5.9, 0
6, 0
6.1, 0
6.2, 0
6.3, 0
6.4, 0
6.5, 0
6.6, 0
6.7, 0
6.8, 0
6.9, 0
7, 0
7.1, 0
7.2, 0
7.3, 0
7.4, 0
7.5, 0
7.6, 0
7.7, 0
7.8, 0
7.9, 0
8, 0
8.1, 0
8.2, 0
8.3, 0
8.4, 0
8.5, 0
8.6, 0
8.7, 0
8.8, 0
8.9, 0
9, 0
9.1, 0
9.2, 0
9.3, 0
9.4, 0
9.5, 0
9.6, 0
9.7, 0
9.8, 0
9.9, 0
10, 0
10.1, 0
10.2, 0
10.3, 0
10.4, 0
10.5, 0
10.6, 0.00418231362562913
10.7, 0.00418231362562913
10.8, 0.00418231362562913
10.9, 0.00418231362562913
11, 0.00418231362562913
11.1, 0.00418231362562913
11.2, 0.00418231362562913
11.3, 0.00418231362562913
11.4, 0.00418231362562913
11.5, 0.00418231362562913
11.6, 0.114941515849187
11.7, 0.114941515849187
11.8, 0.114941515849187
11.9, 0.114941515849187
12, 0.114941515849187
12.1, 0.114941515849187
12.2, 0.114941515849187
12.3, 0.114941515849187
12.4, 0.114941515849187
12.5, 0.114941515849187
12.6, 0.339055839098417
12.7, 0.339055839098417
12.8, 0.339055839098417
12.9, 0.339055839098417
13, 0.339055839098417
13.1, 0.339055839098417
13.2, 0.339055839098417
13.3, 0.339055839098417
13.4, 0.339055839098417
13.5, 0.339055839098417
